car_id,pricing_idx,is_connect
262144,849,False
262162,850,False
262187,1659,True
262199,852,False
262206,853,False
262344,1662,True
262358,855,False
262478,856,False
262591,857,False
262707,858,False
263211,859,False
263232,860,False
263298,1677,True
263307,862,False
263308,863,False
263420,864,False
263494,865,False
263603,866,False
263686,867,False
263718,868,False
263879,869,False
263907,870,False
264086,871,False
264186,872,False
264277,873,False
264348,874,False
264441,875,False
264457,876,False
264462,877,False
264513,878,False
264517,879,False
264531,880,False
264558,881,False
264712,882,False
264726,883,False
264759,884,False
264870,885,False
264913,886,False
264953,887,False
265108,888,False
265126,889,False
265183,890,False
265239,1754,True
265481,892,False
265528,893,False
265546,894,False
265604,895,False
265664,1780,True
265917,897,False
265918,898,False
265989,899,False
266015,900,False
266261,901,False
266328,902,False
266557,903,False
266589,904,False
266608,905,False
266641,906,False
266773,907,False
266834,908,False
266862,909,False
266895,910,False
267021,911,False
267135,912,False
267155,913,False
267224,914,False
267350,915,False
267414,916,False
267506,917,False
267547,918,False
267619,919,False
267672,1863,True
267677,921,False
267735,922,False
267750,923,False
267774,924,False
267891,925,False
267904,926,False
267908,927,False
267910,928,False
267977,929,False
268386,930,False
268414,931,False
268496,932,False
268533,933,False
268695,934,False
268753,935,False
268771,936,False
268787,937,False
268798,938,False
268837,939,False
268874,940,False
268915,941,False
268967,942,False
269141,943,False
269173,944,False
269237,945,False
269263,946,False
269549,947,False
269550,948,False
269743,949,False
269750,950,False
269871,951,False
269910,952,False
269922,953,False
269941,954,False
269977,955,False
270022,956,False
270030,957,False
270091,958,False
270121,959,False
270139,960,False
270141,961,False
270195,962,False
270198,963,False
270225,964,False
270352,965,False
270397,966,False
270419,967,False
270453,968,False
270495,969,False
270501,970,False
270523,971,False
270665,972,False
270688,973,False
270689,974,False
270706,975,False
270733,976,False
270740,977,False
270777,978,False
270780,979,False
270797,980,False
270842,981,False
270865,982,False
270867,2047,True
270935,984,False
270949,985,False
271145,986,False
271173,987,False
271186,988,False
271227,989,False
271380,990,False
271419,991,False
271507,992,False
271582,993,False
271617,994,False
271621,995,False
271806,2074,True
271882,997,False
271977,998,False
272121,999,False
272164,1000,False
272399,1001,False
272419,1002,False
272430,2094,True
272475,1004,False
272590,2103,True
272599,1006,False
272724,1007,False
272807,1008,False
272864,1009,False
272974,1010,False
273020,1011,False
273133,1012,False
273187,1013,False
273214,1014,False
273263,1015,False
273281,2133,True
273324,1017,False
273468,1018,False
273475,1019,False
273535,1020,False
273565,2147,True
273577,1022,False
273587,1023,False
273590,1024,False
273591,1025,False
273713,1026,False
273720,1027,False
273761,1028,False
273988,1029,False
274001,1030,False
274070,1031,False
274140,1032,False
274452,1033,False
274476,1034,False
274526,1035,False
274554,1036,False
274586,1037,False
274598,1038,False
274656,1039,False
274743,1040,False
274942,2187,True
274943,1042,False
274949,1043,False
274952,1044,False
274990,1045,False
275007,1046,False
275062,2214,True
275256,1048,False
275295,1049,False
275364,2235,True
275369,1051,False
275641,1052,False
275655,1053,False
275777,1054,False
275810,1055,False
275831,1056,False
275856,1057,False
275873,1058,False
275932,1059,False
275933,1060,False
275969,1061,False
275994,1062,False
276125,1063,False
276197,1064,False
276202,1065,False
276218,1066,False
276222,1067,False
276251,1068,False
276276,1069,False
276349,1070,False
276400,1071,False
276488,1072,False
276502,1073,False
276641,1074,False
276751,1075,False
276758,1076,False
276865,1077,False
276919,1078,False
276920,1079,False
276923,1080,False
276924,1081,False
276942,1082,False
277069,1083,False
277285,1084,False
277314,1085,False
277354,1086,False
277440,1087,False
277464,1088,False
277526,1089,False
277553,1090,False
277560,1091,False
277564,1092,False
277587,1093,False
277619,1094,False
277629,1095,False
277669,1096,False
277742,1097,False
277766,1098,False
277805,1099,False
277831,1100,False
277832,1101,False
277888,1102,False
277899,1103,False
278005,1104,False
278182,1105,False
278254,1106,False
278398,1107,False
278404,1108,False
278499,1109,False
278553,1110,False
278640,2404,True
278641,1112,False
278701,1113,False
278702,1114,False
278762,1115,False
278783,1116,False
278817,1117,False
278821,1118,False
278935,2418,True
278953,1120,False
279033,1121,False
279324,1122,False
279328,1123,False
279334,1124,False
279369,1125,False
279378,1126,False
279392,1127,False
279440,1128,False
279473,1129,False
279487,1130,False
279574,1131,False
279641,1132,False
279645,1133,False
279660,1134,False
279661,1135,False
279668,1136,False
279695,1137,False
279696,1138,False
279740,1139,False
279764,1140,False
279800,1141,False
279844,1142,False
279908,1143,False
279966,1144,False
279969,1145,False
279992,1146,False
279993,1147,False
280191,1148,False
280224,2527,True
280227,2530,True
280305,1151,False
280328,1152,False
280406,1153,False
280431,1154,False
280444,1155,False
280506,1156,False
280527,1157,False
280534,1158,False
280539,1159,False
280562,1160,False
280568,1161,False
280593,1162,False
280658,1163,False
280706,1164,False
280795,1165,False
280805,2562,True
280886,2563,True
280936,1168,False
280968,1169,False
281035,1170,False
281047,1171,False
281068,1172,False
281116,1173,False
281179,1174,False
281266,1175,False
281341,1176,False
281518,1177,False
281702,1178,False
281714,1179,False
281730,1180,False
281836,1181,False
281915,1182,False
281921,1183,False
281955,1184,False
282032,1185,False
282111,1186,False
282159,1187,False
282208,1188,False
282262,1189,False
282338,1190,False
282433,1191,False
282474,1192,False
282486,1193,False
282543,1194,False
282577,1195,False
282630,1196,False
282657,1197,False
282666,1198,False
282675,1199,False
282880,2624,True
282893,1201,False
282952,1202,False
283001,1203,False
283004,1204,False
283016,1205,False
283304,1206,False
283314,1207,False
283324,1208,False
283399,1209,False
283418,1210,False
283479,1211,False
283480,1212,False
283618,1213,False
283653,1214,False
283654,1215,False
283714,1216,False
283735,1217,False
283759,1218,False
283806,1219,False
283930,1220,False
284051,1221,False
284054,1222,False
284065,1223,False
284132,1224,False
284152,1225,False
284219,1226,False
284250,1227,False
284286,1228,False
284309,1229,False
284329,1230,False
284368,2687,True
284459,2688,True
284482,1233,False
284542,1234,False
284552,1235,False
284574,1236,False
284586,1237,False
284713,2695,True
284716,1239,False
284721,1240,False
284791,1241,False
284799,2702,True
284977,1243,False
285006,1244,False
285007,1245,False
285106,1246,False
285158,1247,False
285172,1248,False
285241,2712,True
285410,1250,False
285425,1251,False
285452,2718,True
285493,1253,False
285531,1254,False
285829,2731,True
285846,1256,False
285957,1257,False
286034,1258,False
286044,1259,False
286170,1260,False
286234,1261,False
286391,2742,True
286395,1263,False
286429,1264,False
286633,2748,True
286751,2750,True
286832,1267,False
286890,1268,False
286915,1269,False
287112,1270,False
287128,1271,False
287157,1272,False
287163,1273,False
287274,1274,False
287399,1275,False
287500,1276,False
287544,1277,False
287685,1278,False
287693,1279,False
287833,1280,False
288020,1281,False
288043,1282,False
288070,1283,False
288136,1284,False
288425,1285,False
288435,1286,False
288452,1287,False
288611,1288,False
288865,1289,False
288908,2797,True
288953,1291,False
288955,1292,False
288973,1293,False
289005,1294,False
289078,1295,False
289103,1296,False
289112,2806,True
289171,1298,False
289199,2810,True
289234,2811,True
289277,1301,False
289287,1302,False
289320,1303,False
289383,1304,False
289396,1305,False
289496,2825,True
289499,1307,False
289560,1308,False
289570,1309,False
289661,1310,False
289681,1311,False
289693,2838,True
289720,2839,True
289793,1314,False
289798,1315,False
289810,1316,False
289893,1317,False
289897,1318,False
289901,2845,True
290109,1320,False
290123,1321,False
290127,1322,False
290140,2855,True
290209,1324,False
290233,1325,False
290256,1326,False
290316,1327,False
290362,1328,False
290441,1329,False
290463,1330,False
290484,1331,False
290567,1332,False
290600,2874,True
290620,1334,False
290654,1335,False
290726,2880,True
290831,1337,False
290843,1338,False
290847,1339,False
290851,1340,False
290987,1341,False
291235,1342,False
291307,1343,False
291314,1344,False
291355,1345,False
291389,1346,False
291390,1347,False
291544,1348,False
291581,1349,False
291699,1350,False
291717,1351,False
291723,1352,False
291752,1353,False
291755,1354,False
291768,1355,False
291828,1356,False
291856,2915,True
291880,2920,True
291932,2921,True
291982,1360,False
292104,1361,False
292220,1362,False
292298,1363,False
292303,1364,False
292319,2930,True
292467,1366,False
292579,1367,False
292580,1368,False
292626,1369,False
292634,1370,False
292640,1371,False
292668,1372,False
292692,1373,False
292752,1374,False
292785,1375,False
292870,1376,False
292910,1377,False
292987,1378,False
293001,1379,False
293017,1380,False
293042,1381,False
293094,1382,False
293164,1383,False
293166,1384,False
293321,1385,False
293327,1386,False
293464,1387,False
293523,1388,False
293662,1389,False
293677,1390,False
293722,1391,False
293771,1392,False
293785,1393,False
293800,1394,False
293844,1395,False
293887,1396,False
293910,1397,False
293935,1398,False
293971,1399,False
293992,1400,False
294007,1401,False
294059,1402,False
294107,1403,False
294141,1404,False
294149,1405,False
294179,1406,False
294189,1407,False
294230,1408,False
294281,1409,False
294326,1410,False
294327,3012,True
294399,1412,False
294414,1413,False
294469,1414,False
294622,1415,False
294637,1416,False
294680,1417,False
294719,1418,False
294733,1419,False
294739,1420,False
294771,1421,False
294806,1422,False
294822,1423,False
294830,1424,False
294841,1425,False
294866,1426,False
294875,1427,False
294883,1428,False
294887,1429,False
294959,1430,False
295012,1431,False
295049,1432,False
295067,1433,False
295102,1434,False
295105,3066,True
295200,1436,False
295349,1437,False
295358,1438,False
295376,1439,False
295415,1440,False
295435,1441,False
295496,1442,False
295501,1443,False
295580,1444,False
295609,1445,False
295617,1446,False
295619,1447,False
295697,1448,False
295726,3096,True
295754,1450,False
295783,3100,True
295815,1452,False
295830,3107,True
295860,1454,False
295866,1455,False
295907,1456,False
295992,1457,False
295998,1458,False
296021,3117,True
296038,1460,False
296041,1461,False
296145,1462,False
296201,1463,False
296202,1464,False
296213,1465,False
296227,1466,False
296289,1467,False
296295,1468,False
296338,3136,True
296351,1470,False
296360,1471,False
296523,1472,False
296529,1473,False
296549,1474,False
296633,1475,False
296640,1476,False
296682,1477,False
296765,3158,True
296815,3159,True
296846,1480,False
296850,1481,False
296915,1482,False
296967,3169,True
297064,1484,False
297080,1485,False
297105,3174,True
297119,1487,False
297132,1488,False
297202,1489,False
297254,1490,False
297275,1491,False
297355,1492,False
297362,1493,False
297511,1494,False
297579,1495,False
297610,1496,False
297623,1497,False
297659,1498,False
297660,1499,False
297740,1500,False
297748,1501,False
297829,1502,False
297832,1503,False
297851,1504,False
297868,1505,False
297930,1506,False
297962,3210,True
297973,1508,False
298040,1509,False
298076,1510,False
298117,3219,True
298156,1512,False
298248,1513,False
298280,1514,False
298323,1515,False
298336,1516,False
298356,3231,True
298388,1518,False
298429,3237,True
298455,1520,False
298466,1521,False
298474,1522,False
298493,1523,False
298516,3244,True
298535,1525,False
298596,1526,False
298611,1527,False
298660,1528,False
298757,3252,True
298827,1530,False
299017,3255,True
299059,1532,False
299063,3260,True
299178,1534,False
299180,1535,False
299211,1536,False
299234,1537,False
299323,1538,False
299353,1539,False
299362,1540,False
299390,1541,False
299629,1542,False
299670,3280,True
299776,1544,False
299822,1545,False
299845,1546,False
299876,1547,False
299931,1548,False
299959,1549,False
300005,1550,False
300032,1551,False
300084,1552,False
300102,1553,False
300115,1554,False
300129,1555,False
300218,1556,False
300251,1557,False
300336,1558,False
300345,1559,False
300377,1560,False
300379,1561,False
300469,1562,False
300505,3324,True
300511,1564,False
300528,3328,True
300580,1566,False
300601,1567,False
300610,1568,False
300680,1569,False
300681,1570,False
300691,1571,False
300724,1572,False
300726,1573,False
300781,1574,False
300801,1575,False
300966,1576,False
300967,1577,False
301068,1578,False
301073,1579,False
301158,1580,False
301181,1581,False
301228,1582,False
301272,1583,False
301288,1584,False
301300,1585,False
301301,3381,True
301367,1587,False
301375,1588,False
301386,3386,True
301389,3388,True
301411,1591,False
301422,1592,False
301438,1593,False
301505,1594,False
301512,1595,False
301579,1596,False
301632,1597,False
301750,1598,False
301781,1599,False
301799,3414,True
301802,1601,False
302052,1602,False
302172,1603,False
302361,1604,False
302441,1605,False
302462,3426,True
302561,3428,True
302636,1608,False
302778,1609,False
302791,1610,False
302870,1611,False
302945,1612,False
302972,1613,False
302993,1614,False
303010,1615,False
303137,1616,False
303172,1617,False
303221,1618,False
303309,3456,True
303379,1620,False
303506,1621,False
303517,1622,False
303523,1623,False
303528,1624,False
303541,1625,False
303570,1626,False
303652,1627,False
303749,3480,True
303774,1629,False
303805,1630,False
303930,1631,False
303995,1632,False
304055,1633,False
304068,1634,False
304112,1635,False
304157,1636,False
304228,1637,False
304230,1638,False
304271,1639,False
304317,1640,False
304371,1641,False
304392,3510,True
304414,1643,False
304420,1644,False
304433,1645,False
304447,1646,False
304515,1647,False
304538,1648,False
304566,1649,False
304570,1650,False
304571,1651,False
304582,1652,False
304615,1653,False
304646,1654,False
304775,3536,True
304847,1656,False
304851,1657,False
304911,1658,False
304933,1659,False
304937,1660,False
304987,1661,False
305155,3559,True
305156,1663,False
305171,1664,False
305179,1665,False
305189,1666,False
305267,1667,False
305307,1668,False
305348,1669,False
305396,1670,False
305452,1671,False
305489,1672,False
305525,3583,True
305535,1674,False
305574,1675,False
305658,1676,False
305664,1677,False
305669,1678,False
305691,1679,False
305707,1680,False
305733,1681,False
305816,3601,True
305819,3603,True
305876,1684,False
305881,1685,False
305917,1686,False
305922,1687,False
305939,1688,False
305952,1689,False
305956,1690,False
305992,1691,False
306006,1692,False
306040,1693,False
306153,1694,False
306210,1695,False
306255,1696,False
306343,1697,False
306370,1698,False
306411,1699,False
306435,1700,False
306446,1701,False
306450,3730,True
306484,1703,False
306539,1704,False
306601,1705,False
306607,3742,True
306723,1707,False
306742,1708,False
306776,1709,False
306935,1710,False
306978,1711,False
307068,1712,False
307201,1713,False
307207,1714,False
307227,1715,False
307237,1716,False
307263,1717,False
307335,1718,False
307362,1719,False
307364,3838,True
307439,1721,False
307470,1722,False
307501,1723,False
307567,1724,False
307579,1725,False
307580,1726,False
307595,1727,False
307635,1728,False
307689,1729,False
307695,1730,False
307717,1731,False
307768,1732,False
307777,1733,False
307793,3864,True
307819,1735,False
307845,1736,False
307848,1737,False
307983,3870,True
308038,3871,True
308073,3872,True
308181,3875,True
308192,1742,False
308243,1743,False
308265,1744,False
308347,1745,False
308414,1746,False
308421,1747,False
308435,1748,False
308436,1749,False
308440,1750,False
308453,1751,False
308513,1752,False
308565,1753,False
308579,1754,False
308620,1755,False
308731,1756,False
308781,1757,False
308796,1758,False
308802,1759,False
308818,1760,False
308868,1761,False
308898,1762,False
308906,1763,False
308920,1764,False
308974,1765,False
309027,3932,True
309050,1767,False
309055,1768,False
309059,1769,False
309070,3942,True
309130,1771,False
309164,1772,False
309209,3947,True
309227,1774,False
309295,1775,False
309343,1776,False
309450,1777,False
309469,1778,False
309471,1779,False
309494,1780,False
309503,1781,False
309506,1782,False
309517,1783,False
309580,3962,True
309590,1785,False
309601,1786,False
309602,1787,False
309681,1788,False
309709,1789,False
309723,1790,False
309731,1791,False
309858,1792,False
309886,1793,False
309912,1794,False
309915,1795,False
309917,1796,False
309948,1797,False
309951,1798,False
309965,1799,False
309980,1800,False
310003,1801,False
310049,1802,False
310060,1803,False
310067,1804,False
310094,1805,False
310105,1806,False
310110,1807,False
310219,4012,True
310226,1809,False
310250,1810,False
310258,1811,False
310263,1812,False
310297,1813,False
310336,1814,False
310376,1815,False
310383,1816,False
310404,1817,False
310432,1818,False
310444,4026,True
310447,1820,False
310458,1821,False
310490,1822,False
310518,1823,False
310534,1824,False
310553,4034,True
310571,1826,False
310576,4036,True
310627,1828,False
310634,1829,False
310636,4042,True
310644,1831,False
310661,1832,False
310678,1833,False
310681,4047,True
310695,4048,True
310781,4054,True
310810,1837,False
310828,1838,False
310829,1839,False
310833,1840,False
310846,1841,False
310901,1842,False
310918,4070,True
310936,1844,False
310966,1845,False
310976,1846,False
310990,1847,False
311116,1848,False
311126,1849,False
311207,1850,False
311208,1851,False
311227,1852,False
311265,1853,False
311322,1854,False
311353,1855,False
311376,1856,False
311437,1857,False
311460,1858,False
311581,1859,False
311607,1860,False
311635,1861,False
311646,1862,False
311664,4112,True
311695,1864,False
311707,4115,True
